cod_cliente_ficticio,tipo_pessoa,produto,qtd_cotas_total,qtd_cotas_contempladas,qtd_cotas_nao_contempladas,vl_saldo_devedor_total,tempo_relacionamento_anos,nm_uf,vl_renda_mensal,dt_ultima_compra,tempo_medio_permanencia_meses,situacao_adimplencia,teve_cotas_canceladas,faixa_renda,recencia_dias,faixa_recencia,inadimplente_flag,cancelamento_flag,tem_veiculos_row,tem_imoveis_row,recencia_meses,elegivel,score_capacidade_veiculos,score_capacidade_imoveis,score_recencia,score_engajamento,score_relacionamento,score_afinidade_veiculos,score_afinidade_imoveis,score_veiculos,score_imoveis,produto_recomendado,score_conquiste,segmento_conquiste,score_produto_atual,segmento_produto_atual
CLI000001,JURÍDICA,IMÓVEIS,1,1,0,367700.97,3,RIO GRANDE DO SUL,30000.0,2025-08-22,206,ADIMPLENTE,NÃO,20 a 30 mil,392,1 a 2 anos,False,False,False,True,12.9,True,30,25,10,5,12,10,15,67,67,AMBOS,67,Potencial,67.0,Potencial
CLI000001,JURÍDICA,VEÍCULOS,1,0,1,70417.48,3,RIO GRANDE DO SUL,30000.0,2026-04-27,74,ADIMPLENTE,NÃO,20 a 30 mil,144,3 a 6 meses,False,False,True,False,4.7,True,30,25,20,5,12,15,10,82,72,VEÍCULOS,82,Alta prioridade,82.0,Alta prioridade
CLI000002,JURÍDICA,VEÍCULOS,1,0,1,11463.66,3,BAHIA,2500000.0,2023-08-25,13,ADIMPLENTE,NÃO,Acima de 500 mil,1120,2 a 5 anos,False,False,True,False,36.8,False,30,30,0,5,12,15,10,62,57,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000003,JURÍDICA,VEÍCULOS,1,0,1,559596.88,0,RIO GRANDE DO SUL,238553.75,2026-04-20,118,INADIMPLENTE,NÃO,100 a 500 mil,151,3 a 6 meses,True,False,True,False,5.0,False,30,30,20,5,5,15,10,75,70,Não ofertar,75,Não prioritário,75.0,Não prioritário
CLI000004,JURÍDICA,IMÓVEIS,1,0,1,474780.38,3,SAO PAULO,1500000.0,2023-07-25,170,ADIMPLENTE,NÃO,Acima de 500 mil,1151,2 a 5 anos,False,False,False,True,37.8,False,30,30,0,5,12,10,15,57,62,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000005,JURÍDICA,IMÓVEIS,10,2,8,1539571.96,5,RIO GRANDE DO SUL,89585.56,2023-04-12,69,ADIMPLENTE,NÃO,50 a 100 mil,1255,2 a 5 anos,False,False,False,True,41.2,False,30,30,0,20,15,10,15,75,80,Não ofertar,80,Não prioritário,80.0,Não prioritário
CLI000006,JURÍDICA,IMÓVEIS,2,0,2,1359590.27,2,BAHIA,5000.0,2024-09-10,116,ADIMPLENTE,NÃO,Até 5 mil,738,2 a 5 anos,False,False,False,True,24.2,False,10,5,0,10,8,10,15,38,38,Não ofertar,38,Não prioritário,38.0,Não prioritário
CLI000007,JURÍDICA,VEÍCULOS,1,0,1,343274.66,0,SAO PAULO,576074.45,2026-08-13,91,ADIMPLENTE,NÃO,Acima de 500 mil,36,Até 3 meses,False,False,True,False,1.2,True,30,30,20,5,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI000008,JURÍDICA,IMÓVEIS,1,0,1,452509.51,0,PARANA,315606.56,2026-06-12,210,ADIMPLENTE,NÃO,100 a 500 mil,98,3 a 6 meses,False,False,False,True,3.2,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI000009,JURÍDICA,IMÓVEIS,1,0,1,522854.39,0,RIO GRANDE DO SUL,3735059.27,2026-05-12,136,ADIMPLENTE,NÃO,Acima de 500 mil,129,3 a 6 meses,False,False,False,True,4.2,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI000010,JURÍDICA,VEÍCULOS,1,0,1,110824.96,2,PARANA,7500.0,2025-11-24,106,ADIMPLENTE,NÃO,5 a 10 mil,298,6 a 12 meses,False,False,True,False,9.8,True,10,5,15,5,8,15,10,53,43,VEÍCULOS,53,Nutrição,53.0,Nutrição
CLI000011,JURÍDICA,VEÍCULOS,1,0,1,147439.46,3,SAO PAULO,5000000.0,2023-06-12,51,ADIMPLENTE,NÃO,Acima de 500 mil,1194,2 a 5 anos,False,False,True,False,39.2,False,30,30,0,5,12,15,10,62,57,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000012,JURÍDICA,IMÓVEIS,3,0,3,457736.5,1,SANTA CATARINA,38512.9,2025-03-31,184,ADIMPLENTE,NÃO,30 a 50 mil,536,1 a 2 anos,False,False,False,True,17.6,True,30,25,10,15,8,10,15,73,73,AMBOS,73,Potencial,73.0,Potencial
CLI000013,JURÍDICA,IMÓVEIS,2,0,2,2392068.5,1,MINAS GERAIS,300000.0,2025-06-17,207,ADIMPLENTE,NÃO,100 a 500 mil,458,1 a 2 anos,False,False,False,True,15.0,True,30,30,10,10,8,10,15,68,73,IMÓVEIS,73,Potencial,73.0,Potencial
CLI000014,JURÍDICA,IMÓVEIS,1,0,1,1196034.28,1,SANTA CATARINA,7559090.93,2025-07-07,207,ADIMPLENTE,NÃO,Acima de 500 mil,438,1 a 2 anos,False,False,False,True,14.4,True,30,30,10,5,8,10,15,63,68,IMÓVEIS,68,Potencial,68.0,Potencial
CLI000015,JURÍDICA,IMÓVEIS,13,0,13,4833287.26,1,SAO PAULO,65000.0,2026-06-24,89,INADIMPLENTE,NÃO,50 a 100 mil,86,Até 3 meses,True,False,False,True,2.8,False,30,30,20,20,8,10,15,88,93,Não ofertar,93,Não prioritário,93.0,Não prioritário
CLI000016,JURÍDICA,VEÍCULOS,1,0,1,243009.8,2,SAO PAULO,24894.91,2025-05-16,62,ADIMPLENTE,NÃO,20 a 30 mil,490,1 a 2 anos,False,False,True,False,16.1,True,30,20,10,5,8,15,10,68,53,VEÍCULOS,68,Potencial,68.0,Potencial
CLI000017,JURÍDICA,VEÍCULOS,1,1,0,13311.42,4,MATO GROSSO,20966.67,2022-07-27,9,ADIMPLENTE,NÃO,20 a 30 mil,1514,2 a 5 anos,False,False,True,False,49.7,False,30,20,0,5,12,15,10,62,47,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000018,JURÍDICA,VEÍCULOS,5,5,0,46484.25,7,MATO GROSSO,32531.28,2025-06-04,12,INADIMPLENTE,SIM,30 a 50 mil,471,1 a 2 anos,True,True,True,False,15.5,False,30,25,10,20,15,15,10,90,80,Não ofertar,90,Não prioritário,90.0,Não prioritário
CLI000019,JURÍDICA,IMÓVEIS,1,0,1,311161.81,0,SANTA CATARINA,74029.81,2026-06-30,179,INADIMPLENTE,NÃO,50 a 100 mil,80,Até 3 meses,True,False,False,True,2.6,False,30,30,20,5,5,10,15,70,75,Não ofertar,75,Não prioritário,75.0,Não prioritário
CLI000020,JURÍDICA,IMÓVEIS,1,0,1,159928.64,0,RIO GRANDE DO SUL,71030.53,2026-06-10,184,ADIMPLENTE,NÃO,50 a 100 mil,100,3 a 6 meses,False,False,False,True,3.3,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI000021,JURÍDICA,IMÓVEIS,1,0,1,1226613.12,3,SAO PAULO,7431025.42,2023-09-13,185,ADIMPLENTE,NÃO,Acima de 500 mil,1101,2 a 5 anos,False,False,False,True,36.2,False,30,30,0,5,12,10,15,57,62,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000022,JURÍDICA,IMÓVEIS,1,0,1,224363.8,2,PARANA,500000.0,2024-02-21,190,ADIMPLENTE,NÃO,100 a 500 mil,940,2 a 5 anos,False,False,False,True,30.9,False,30,30,0,5,8,10,15,53,58,Não ofertar,58,Não prioritário,58.0,Não prioritário
CLI000023,JURÍDICA,IMÓVEIS,1,0,1,400428.5,2,PARANA,100000.0,2024-04-18,179,ADIMPLENTE,NÃO,50 a 100 mil,883,2 a 5 anos,False,False,False,True,29.0,False,30,30,0,5,8,10,15,53,58,Não ofertar,58,Não prioritário,58.0,Não prioritário
CLI000024,JURÍDICA,VEÍCULOS,1,0,1,64702.75,0,RIO GRANDE DO SUL,46163.5,2026-07-09,49,ADIMPLENTE,NÃO,30 a 50 mil,71,Até 3 meses,False,False,True,False,2.3,True,30,30,20,5,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI000025,JURÍDICA,VEÍCULOS,1,0,1,150289.93,9,MATO GROSSO,110000.0,2025-09-30,110,ADIMPLENTE,NÃO,100 a 500 mil,353,6 a 12 meses,False,False,True,False,11.6,True,30,30,15,5,15,15,10,80,75,VEÍCULOS,80,Alta prioridade,80.0,Alta prioridade
CLI000026,JURÍDICA,IMÓVEIS,1,1,0,358577.98,0,SANTA CATARINA,49970.63,2026-03-05,197,ADIMPLENTE,NÃO,30 a 50 mil,197,6 a 12 meses,False,False,False,True,6.5,True,30,30,15,5,5,10,15,65,70,IMÓVEIS,70,Potencial,70.0,Potencial
CLI000027,JURÍDICA,VEÍCULOS,1,1,0,11829.48,2,BAHIA,35011.8,2024-09-10,2,INADIMPLENTE,NÃO,30 a 50 mil,738,2 a 5 anos,True,False,True,False,24.2,False,30,25,0,5,8,15,10,58,48,Não ofertar,58,Não prioritário,58.0,Não prioritário
CLI000028,JURÍDICA,VEÍCULOS,2,0,2,776746.42,0,SAO PAULO,45062.93,2026-06-30,51,ADIMPLENTE,NÃO,30 a 50 mil,80,Até 3 meses,False,False,True,False,2.6,True,30,30,20,10,5,15,10,80,75,VEÍCULOS,80,Alta prioridade,80.0,Alta prioridade
CLI000029,JURÍDICA,VEÍCULOS,3,0,3,587884.98,1,MATO GROSSO,1020608.24,2026-04-16,75,ADIMPLENTE,NÃO,Acima de 500 mil,155,3 a 6 meses,False,False,True,False,5.1,True,30,30,20,15,8,15,10,88,83,VEÍCULOS,88,Alta prioridade,88.0,Alta prioridade
CLI000030,JURÍDICA,VEÍCULOS,10,9,1,189855.89,6,PARANA,353181.59,2022-09-08,13,ADIMPLENTE,NÃO,100 a 500 mil,1471,2 a 5 anos,False,False,True,False,48.3,False,30,30,0,20,15,15,10,80,75,Não ofertar,80,Não prioritário,80.0,Não prioritário
CLI000031,JURÍDICA,IMÓVEIS,1,0,1,361393.55,0,MATO GROSSO,47089.27,2026-07-03,197,ADIMPLENTE,NÃO,30 a 50 mil,77,Até 3 meses,False,False,False,True,2.5,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI000032,JURÍDICA,IMÓVEIS,2,0,2,1210436.83,0,SANTA CATARINA,42225.91,2026-08-06,200,ADIMPLENTE,NÃO,30 a 50 mil,43,Até 3 meses,False,False,False,True,1.4,True,30,30,20,10,5,10,15,75,80,IMÓVEIS,80,Alta prioridade,80.0,Alta prioridade
CLI000033,JURÍDICA,IMÓVEIS,3,0,3,935339.64,1,RIO GRANDE DO SUL,272047.51,2025-08-04,184,ADIMPLENTE,NÃO,100 a 500 mil,410,1 a 2 anos,False,False,False,True,13.5,True,30,30,10,15,8,10,15,73,78,IMÓVEIS,78,Potencial,78.0,Potencial
CLI000034,JURÍDICA,VEÍCULOS,1,1,0,0.0,6,PARANA,67085.96,2019-10-01,9,ADIMPLENTE,NÃO,50 a 100 mil,2544,Mais de 5 anos,False,False,True,False,83.6,False,30,30,0,5,15,15,10,65,60,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI000035,JURÍDICA,IMÓVEIS,1,0,1,435988.27,1,MATO GROSSO,400000.0,2026-05-19,210,ADIMPLENTE,NÃO,100 a 500 mil,122,3 a 6 meses,False,False,False,True,4.0,True,30,30,20,5,8,10,15,73,78,IMÓVEIS,78,Potencial,78.0,Potencial
CLI000036,JURÍDICA,VEÍCULOS,1,0,1,297465.52,3,BAHIA,5000000.0,2023-04-05,55,ADIMPLENTE,NÃO,Acima de 500 mil,1262,2 a 5 anos,False,False,True,False,41.5,False,30,30,0,5,12,15,10,62,57,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000037,JURÍDICA,IMÓVEIS,4,1,3,1081591.07,2,PARANA,100000.0,2025-11-06,117,ADIMPLENTE,NÃO,50 a 100 mil,316,6 a 12 meses,False,False,False,True,10.4,True,30,30,15,15,8,10,15,78,83,IMÓVEIS,83,Alta prioridade,83.0,Alta prioridade
CLI000038,JURÍDICA,VEÍCULOS,1,0,1,107673.81,1,RIO GRANDE DO SUL,208459.89,2025-03-27,79,ADIMPLENTE,NÃO,100 a 500 mil,540,1 a 2 anos,False,False,True,False,17.7,True,30,30,10,5,8,15,10,68,63,VEÍCULOS,68,Potencial,68.0,Potencial
CLI000039,JURÍDICA,VEÍCULOS,1,1,0,0.0,14,PARANA,51833.33,2020-04-16,1,ADIMPLENTE,NÃO,50 a 100 mil,2346,Mais de 5 anos,False,False,True,False,77.1,False,30,30,0,5,15,15,10,65,60,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI000040,JURÍDICA,VEÍCULOS,1,1,0,0.0,8,PARANA,200000.0,2018-09-17,1,ADIMPLENTE,SIM,100 a 500 mil,2923,Mais de 5 anos,False,True,True,False,96.0,False,30,30,0,5,15,15,10,65,60,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI000041,JURÍDICA,VEÍCULOS,1,0,1,175001.73,0,MATO GROSSO,299498.01,2026-01-16,106,INADIMPLENTE,NÃO,100 a 500 mil,245,6 a 12 meses,True,False,True,False,8.0,False,30,30,15,5,5,15,10,70,65,Não ofertar,70,Não prioritário,70.0,Não prioritário
CLI000042,JURÍDICA,IMÓVEIS,3,2,1,2262055.58,5,PARANA,200576.13,2025-11-11,137,ADIMPLENTE,SIM,100 a 500 mil,311,6 a 12 meses,False,True,False,True,10.2,False,30,30,15,15,15,10,15,85,90,Não ofertar,90,Não prioritário,90.0,Não prioritário
CLI000042,JURÍDICA,VEÍCULOS,1,1,0,4164.8,5,PARANA,200576.13,2020-12-11,2,ADIMPLENTE,SIM,100 a 500 mil,2107,Mais de 5 anos,False,True,True,False,69.2,False,30,30,0,5,15,15,10,65,60,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI000043,JURÍDICA,VEÍCULOS,1,0,1,161858.6,0,MATO GROSSO,288524.26,2026-08-26,110,ADIMPLENTE,NÃO,100 a 500 mil,23,Até 3 meses,False,False,True,False,0.8,True,30,30,20,5,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI000044,JURÍDICA,VEÍCULOS,1,0,1,352457.19,0,RIO GRANDE DO SUL,12000.0,2026-05-21,72,ADIMPLENTE,NÃO,10 a 20 mil,120,3 a 6 meses,False,False,True,False,3.9,True,20,10,20,5,5,15,10,65,50,VEÍCULOS,65,Potencial,65.0,Potencial
CLI000045,JURÍDICA,IMÓVEIS,1,0,1,312263.57,1,SAO PAULO,142997.53,2025-09-08,184,INADIMPLENTE,NÃO,100 a 500 mil,375,1 a 2 anos,True,False,False,True,12.3,False,30,30,10,5,8,10,15,63,68,Não ofertar,68,Não prioritário,68.0,Não prioritário
CLI000046,JURÍDICA,IMÓVEIS,1,0,1,679821.09,0,MATO GROSSO,201604.71,2026-08-05,193,ADIMPLENTE,NÃO,100 a 500 mil,44,Até 3 meses,False,False,False,True,1.4,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI000047,JURÍDICA,VEÍCULOS,4,0,4,2142121.24,2,SAO PAULO,500000.0,2024-03-14,72,ADIMPLENTE,NÃO,100 a 500 mil,918,2 a 5 anos,False,False,True,False,30.2,False,30,30,0,15,8,15,10,68,63,Não ofertar,68,Não prioritário,68.0,Não prioritário
CLI000048,JURÍDICA,VEÍCULOS,1,0,1,119690.25,0,MATO GROSSO,198068.54,2026-08-11,106,ADIMPLENTE,NÃO,100 a 500 mil,38,Até 3 meses,False,False,True,False,1.2,True,30,30,20,5,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI000049,JURÍDICA,IMÓVEIS,1,1,0,0.0,12,RIO GRANDE DO SUL,230000.0,2014-03-31,25,ADIMPLENTE,NÃO,100 a 500 mil,4554,Mais de 5 anos,False,False,False,True,149.6,False,30,30,0,5,15,10,15,60,65,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI000050,JURÍDICA,IMÓVEIS,1,0,1,1233235.93,0,MATO GROSSO,251294.06,2026-08-12,207,ADIMPLENTE,NÃO,100 a 500 mil,37,Até 3 meses,False,False,False,True,1.2,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI000051,JURÍDICA,IMÓVEIS,1,0,1,294517.87,13,PARANA,800000.0,2022-01-13,136,ADIMPLENTE,NÃO,Acima de 500 mil,1709,2 a 5 anos,False,False,False,True,56.1,False,30,30,0,5,15,10,15,60,65,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI000052,JURÍDICA,VEÍCULOS,1,0,1,158020.27,1,GOIAS,90000.0,2025-07-31,106,INADIMPLENTE,NÃO,50 a 100 mil,414,1 a 2 anos,True,False,True,False,13.6,False,30,30,10,5,8,15,10,68,63,Não ofertar,68,Não prioritário,68.0,Não prioritário
CLI000053,JURÍDICA,VEÍCULOS,1,1,0,40182.88,0,SANTA CATARINA,53544.02,2026-06-12,13,ADIMPLENTE,NÃO,50 a 100 mil,98,3 a 6 meses,False,False,True,False,3.2,True,30,30,20,5,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI000054,JURÍDICA,VEÍCULOS,2,0,2,865600.92,3,RIO GRANDE DO SUL,100000.0,2022-12-02,54,ADIMPLENTE,NÃO,50 a 100 mil,1386,2 a 5 anos,False,False,True,False,45.5,False,30,30,0,10,12,15,10,67,62,Não ofertar,67,Não prioritário,67.0,Não prioritário
CLI000055,JURÍDICA,IMÓVEIS,2,0,2,2034197.94,2,MATO GROSSO,3000000.0,2025-08-12,155,ADIMPLENTE,NÃO,Acima de 500 mil,402,1 a 2 anos,False,False,False,True,13.2,True,30,30,10,10,8,10,15,68,73,IMÓVEIS,73,Potencial,73.0,Potencial
CLI000055,JURÍDICA,VEÍCULOS,3,0,3,955818.18,2,MATO GROSSO,3000000.0,2025-02-28,56,ADIMPLENTE,NÃO,Acima de 500 mil,567,1 a 2 anos,False,False,True,False,18.6,True,30,30,10,15,8,15,10,78,73,VEÍCULOS,78,Potencial,78.0,Potencial
CLI000056,JURÍDICA,IMÓVEIS,2,0,2,849148.24,21,RIO GRANDE DO SUL,11133.54,2020-03-12,116,ADIMPLENTE,NÃO,10 a 20 mil,2381,Mais de 5 anos,False,False,False,True,78.2,False,20,10,0,10,15,10,15,55,50,Não ofertar,55,Não prioritário,50.0,Não prioritário
CLI000057,JURÍDICA,IMÓVEIS,1,0,1,636941.78,2,MINAS GERAIS,30000.0,2024-09-11,193,ADIMPLENTE,NÃO,20 a 30 mil,737,2 a 5 anos,False,False,False,True,24.2,False,30,25,0,5,8,10,15,53,53,Não ofertar,53,Não prioritário,53.0,Não prioritário
CLI000058,JURÍDICA,IMÓVEIS,1,0,1,309922.52,6,MATO GROSSO,10000000.0,2026-05-19,190,ADIMPLENTE,NÃO,Acima de 500 mil,122,3 a 6 meses,False,False,False,True,4.0,True,30,30,20,5,15,10,15,80,85,IMÓVEIS,85,Alta prioridade,85.0,Alta prioridade
CLI000059,JURÍDICA,IMÓVEIS,3,0,3,5498818.56,0,SANTA CATARINA,330673.84,2026-02-02,207,ADIMPLENTE,NÃO,100 a 500 mil,228,6 a 12 meses,False,False,False,True,7.5,True,30,30,15,15,5,10,15,75,80,IMÓVEIS,80,Alta prioridade,80.0,Alta prioridade
CLI000060,JURÍDICA,VEÍCULOS,2,2,0,0.0,3,MATO GROSSO,24437.87,2023-04-05,9,ADIMPLENTE,NÃO,20 a 30 mil,1262,2 a 5 anos,False,False,True,False,41.5,False,30,20,0,10,12,15,10,67,52,Não ofertar,67,Não prioritário,67.0,Não prioritário
CLI000061,JURÍDICA,VEÍCULOS,1,0,1,149100.53,3,RIO GRANDE DO SUL,500000.0,2023-05-02,51,ADIMPLENTE,NÃO,100 a 500 mil,1235,2 a 5 anos,False,False,True,False,40.6,False,30,30,0,5,12,15,10,62,57,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000062,JURÍDICA,IMÓVEIS,1,0,1,1226613.87,3,RIO GRANDE DO SUL,1333333.41,2023-08-14,185,ADIMPLENTE,NÃO,Acima de 500 mil,1131,2 a 5 anos,False,False,False,True,37.2,False,30,30,0,5,12,10,15,57,62,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI000063,FISICA,VEÍCULOS,1,1,0,20570.37,2,RIO GRANDE DO SUL,16179.72,2024-04-15,60,ADIMPLENTE,NÃO,10 a 20 mil,886,2 a 5 anos,False,False,True,False,29.1,False,25,10,0,5,8,15,10,53,33,Não ofertar,53,Não prioritário,53.0,Não prioritário
CLI000064,FISICA,IMÓVEIS,1,0,1,223171.28,2,SAO PAULO,10000.0,2024-04-09,190,ADIMPLENTE,NÃO,5 a 10 mil,892,2 a 5 anos,False,False,False,True,29.3,False,20,10,0,5,8,10,15,43,38,Não ofertar,43,Não prioritário,38.0,Não prioritário
CLI000065,FISICA,IMÓVEIS,1,0,1,663346.97,0,SANTA CATARINA,24240.0,2025-11-27,193,ADIMPLENTE,NÃO,20 a 30 mil,295,6 a 12 meses,False,False,False,True,9.7,True,30,20,15,5,5,10,15,65,60,VEÍCULOS,65,Potencial,60.0,Nutrição
CLI000066,FISICA,IMÓVEIS,1,0,1,481345.7,0,RIO GRANDE DO SUL,30000.0,2026-04-24,210,ADIMPLENTE,NÃO,20 a 30 mil,147,3 a 6 meses,False,False,False,True,4.8,True,30,25,20,5,5,10,15,70,70,AMBOS,70,Potencial,70.0,Potencial
CLI000067,FISICA,VEÍCULOS,1,0,1,112871.61,23,SANTA CATARINA,5000.0,2025-07-14,106,INADIMPLENTE,NÃO,Até 5 mil,431,1 a 2 anos,True,False,True,False,14.2,False,10,5,10,5,15,15,10,55,45,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI000068,FISICA,IMÓVEIS,1,0,1,90733.44,4,RIO GRANDE DO SUL,3500.0,2022-03-04,127,ADIMPLENTE,NÃO,Até 5 mil,1659,2 a 5 anos,False,False,False,True,54.5,False,5,5,0,5,12,10,15,32,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI000069,FISICA,IMÓVEIS,1,0,1,161140.16,0,RIO GRANDE DO SUL,5000.0,2026-08-06,184,INADIMPLENTE,NÃO,Até 5 mil,43,Até 3 meses,True,False,False,True,1.4,False,10,5,20,5,5,10,15,50,50,Não ofertar,50,Não prioritário,50.0,Não prioritário
CLI000070,JURÍDICA,VEÍCULOS,1,0,1,148677.84,0,RIO GRANDE DO SUL,2616225.65,2025-11-17,106,ADIMPLENTE,NÃO,Acima de 500 mil,305,6 a 12 meses,False,False,True,False,10.0,True,30,30,15,5,5,15,10,70,65,VEÍCULOS,70,Potencial,70.0,Potencial
CLI000071,FISICA,IMÓVEIS,1,1,0,215621.34,5,SANTA CATARINA,6897.19,2021-01-12,87,ADIMPLENTE,NÃO,5 a 10 mil,2075,Mais de 5 anos,False,False,False,True,68.2,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI000072,FISICA,IMÓVEIS,2,0,2,2689456.72,0,SAO PAULO,24240.0,2026-03-11,193,ADIMPLENTE,NÃO,20 a 30 mil,191,6 a 12 meses,False,False,False,True,6.3,True,30,20,15,10,5,10,15,70,65,VEÍCULOS,70,Potencial,65.0,Potencial
CLI000073,JURÍDICA,IMÓVEIS,2,0,2,1967999.43,1,SANTA CATARINA,297652.69,2025-05-12,193,INADIMPLENTE,NÃO,100 a 500 mil,494,1 a 2 anos,True,False,False,True,16.2,False,30,30,10,10,8,10,15,68,73,Não ofertar,73,Não prioritário,73.0,Não prioritário
CLI000074,FISICA,IMÓVEIS,1,0,1,159120.75,0,RIO GRANDE DO SUL,5000.0,2026-03-11,184,ADIMPLENTE,NÃO,Até 5 mil,191,6 a 12 meses,False,False,False,True,6.3,True,10,5,15,5,5,10,15,45,45,AMBOS,45,Nutrição,45.0,Nutrição
CLI000074,FISICA,VEÍCULOS,1,0,1,153240.01,0,RIO GRANDE DO SUL,5000.0,2026-03-11,106,ADIMPLENTE,NÃO,Até 5 mil,191,6 a 12 meses,False,False,True,False,6.3,True,10,5,15,5,5,15,10,50,40,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI000075,FISICA,VEÍCULOS,1,1,0,12147.52,1,SANTA CATARINA,6602.13,2025-01-28,49,ADIMPLENTE,NÃO,5 a 10 mil,598,1 a 2 anos,False,False,True,False,19.6,True,10,5,10,5,8,15,10,48,38,VEÍCULOS,48,Nutrição,48.0,Nutrição
CLI000076,FISICA,VEÍCULOS,1,1,0,28026.49,3,RIO GRANDE DO SUL,3000.0,2023-02-22,64,ADIMPLENTE,NÃO,Até 5 mil,1304,2 a 5 anos,False,False,True,False,42.8,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI000077,FISICA,IMÓVEIS,1,1,0,134963.7,5,RIO GRANDE DO SUL,8360.26,2021-01-27,90,ADIMPLENTE,NÃO,5 a 10 mil,2060,Mais de 5 anos,False,False,False,True,67.7,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI000078,FISICA,IMÓVEIS,1,0,1,1226613.87,3,MATO GROSSO,4699.76,2023-08-15,185,ADIMPLENTE,NÃO,Até 5 mil,1130,2 a 5 anos,False,False,False,True,37.1,False,5,5,0,5,12,10,15,32,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI000079,FISICA,VEÍCULOS,6,3,3,397403.26,1,MATO GROSSO,34847.31,2026-05-26,62,ADIMPLENTE,NÃO,30 a 50 mil,115,3 a 6 meses,False,False,True,False,3.8,True,30,25,20,20,8,15,10,93,83,VEÍCULOS,93,Alta prioridade,93.0,Alta prioridade
CLI000080,FISICA,VEÍCULOS,1,0,1,60469.33,2,SANTA CATARINA,5000.0,2023-11-27,60,ADIMPLENTE,NÃO,Até 5 mil,1026,2 a 5 anos,False,False,True,False,33.7,False,10,5,0,5,8,15,10,38,28,Não ofertar,38,Não prioritário,38.0,Não prioritário
CLI000081,JURÍDICA,VEÍCULOS,2,0,2,396791.11,0,SANTA CATARINA,146341.08,2025-09-24,106,ADIMPLENTE,NÃO,100 a 500 mil,359,6 a 12 meses,False,False,True,False,11.8,True,30,30,15,10,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI000082,JURÍDICA,IMÓVEIS,3,3,0,238998.36,9,RIO GRANDE DO SUL,3212676.46,2021-03-16,52,ADIMPLENTE,SIM,Acima de 500 mil,2012,Mais de 5 anos,False,True,False,True,66.1,False,30,30,0,15,15,10,15,70,75,Não ofertar,75,Não prioritário,75.0,Não prioritário
CLI000083,JURÍDICA,IMÓVEIS,7,3,4,1073507.52,3,PARANA,339182.62,2023-04-25,103,ADIMPLENTE,NÃO,100 a 500 mil,1242,2 a 5 anos,False,False,False,True,40.8,False,30,30,0,20,12,10,15,72,77,Não ofertar,77,Não prioritário,77.0,Não prioritário
CLI000084,JURÍDICA,VEÍCULOS,1,0,1,106058.41,5,MATO GROSSO,5000000.0,2024-07-26,60,ADIMPLENTE,NÃO,Acima de 500 mil,784,2 a 5 anos,False,False,True,False,25.8,False,30,30,0,5,15,15,10,65,60,Não ofertar,65,Não prioritário,65.0,Não prioritário
