cod_cliente_ficticio,tipo_pessoa,produto,qtd_cotas_total,qtd_cotas_contempladas,qtd_cotas_nao_contempladas,vl_saldo_devedor_total,tempo_relacionamento_anos,nm_uf,vl_renda_mensal,dt_ultima_compra,tempo_medio_permanencia_meses,situacao_adimplencia,teve_cotas_canceladas,faixa_renda,recencia_dias,faixa_recencia,inadimplente_flag,cancelamento_flag,tem_veiculos_row,tem_imoveis_row,recencia_meses,elegivel,score_capacidade_veiculos,score_capacidade_imoveis,score_recencia,score_engajamento,score_relacionamento,score_afinidade_veiculos,score_afinidade_imoveis,score_veiculos,score_imoveis,produto_recomendado,score_conquiste,segmento_conquiste,score_produto_atual,segmento_produto_atual
CLI005558,FISICA,VEÍCULOS,1,0,1,115458.84,0,RIO GRANDE DO SUL,24240.0,2025-11-25,106,INADIMPLENTE,NÃO,20 a 30 mil,297,6 a 12 meses,True,False,True,False,9.8,False,30,20,15,5,5,15,10,70,55,Não ofertar,70,Não prioritário,70.0,Não prioritário
CLI005559,FISICA,IMÓVEIS,1,0,1,1360084.52,0,SANTA CATARINA,40000.0,2026-08-18,207,ADIMPLENTE,NÃO,30 a 50 mil,31,Até 3 meses,False,False,False,True,1.0,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI005560,FISICA,IMÓVEIS,1,0,1,252953.47,0,RIO GRANDE DO SUL,4000.0,2026-08-18,179,ADIMPLENTE,NÃO,Até 5 mil,31,Até 3 meses,False,False,False,True,1.0,True,5,5,20,5,5,10,15,45,50,IMÓVEIS,50,Nutrição,50.0,Nutrição
CLI005561,FISICA,VEÍCULOS,1,0,1,70331.56,0,SANTA CATARINA,3000.0,2026-07-06,49,ADIMPLENTE,NÃO,Até 5 mil,74,Até 3 meses,False,False,True,False,2.4,True,5,5,20,5,5,15,10,50,45,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI005562,FISICA,IMÓVEIS,1,1,0,0.0,8,RIO GRANDE DO SUL,3500.0,2018-04-30,14,ADIMPLENTE,NÃO,Até 5 mil,3063,Mais de 5 anos,False,False,False,True,100.6,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005563,FISICA,IMÓVEIS,1,1,0,98765.95,3,PARANA,47117.65,2023-07-28,127,ADIMPLENTE,NÃO,30 a 50 mil,1148,2 a 5 anos,False,False,False,True,37.7,False,30,30,0,5,12,10,15,57,62,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI005564,FISICA,IMÓVEIS,1,1,0,214884.42,2,RIO GRANDE DO SUL,15757.85,2024-07-19,190,ADIMPLENTE,NÃO,10 a 20 mil,791,2 a 5 anos,False,False,False,True,26.0,False,25,10,0,5,8,10,15,48,38,Não ofertar,48,Não prioritário,38.0,Não prioritário
CLI005565,FISICA,IMÓVEIS,2,0,2,2406722.86,5,PARANA,16273.53,2025-08-03,207,ADIMPLENTE,NÃO,10 a 20 mil,411,1 a 2 anos,False,False,False,True,13.5,True,25,10,10,10,15,10,15,70,60,VEÍCULOS,70,Potencial,60.0,Nutrição
CLI005566,JURÍDICA,VEÍCULOS,2,1,1,193919.66,4,SAO PAULO,519565.14,2024-02-27,64,ADIMPLENTE,NÃO,Acima de 500 mil,934,2 a 5 anos,False,False,True,False,30.7,False,30,30,0,10,12,15,10,67,62,Não ofertar,67,Não prioritário,67.0,Não prioritário
CLI005567,JURÍDICA,IMÓVEIS,2,0,2,1348457.32,0,SANTA CATARINA,2535147.03,2026-04-30,193,ADIMPLENTE,NÃO,Acima de 500 mil,141,3 a 6 meses,False,False,False,True,4.6,True,30,30,20,10,5,10,15,75,80,IMÓVEIS,80,Alta prioridade,80.0,Alta prioridade
CLI005568,FISICA,VEÍCULOS,1,0,1,97467.9,3,SANTA CATARINA,20000.0,2023-03-28,64,ADIMPLENTE,NÃO,10 a 20 mil,1270,2 a 5 anos,False,False,True,False,41.7,False,30,20,0,5,12,15,10,62,47,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI005569,FISICA,IMÓVEIS,1,0,1,1327361.21,0,PARANA,24240.0,2026-03-26,207,ADIMPLENTE,NÃO,20 a 30 mil,176,3 a 6 meses,False,False,False,True,5.8,True,30,20,20,5,5,10,15,70,65,VEÍCULOS,70,Potencial,65.0,Potencial
CLI005570,FISICA,IMÓVEIS,1,0,1,303027.66,2,MATO GROSSO,30000.0,2024-09-30,197,ADIMPLENTE,NÃO,20 a 30 mil,718,1 a 2 anos,False,False,False,True,23.6,True,30,25,10,5,8,10,15,63,63,AMBOS,63,Nutrição,63.0,Nutrição
CLI005571,FISICA,VEÍCULOS,2,0,2,137224.62,1,GOIAS,3500.0,2025-04-07,60,ADIMPLENTE,NÃO,Até 5 mil,529,1 a 2 anos,False,False,True,False,17.4,True,5,5,10,10,8,15,10,48,43,VEÍCULOS,48,Nutrição,48.0,Nutrição
CLI005572,FISICA,VEÍCULOS,1,1,0,0.0,5,MATO GROSSO,3003.93,2021-04-26,4,ADIMPLENTE,NÃO,Até 5 mil,1971,Mais de 5 anos,False,False,True,False,64.8,False,5,5,0,5,15,15,10,40,35,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005573,FISICA,IMÓVEIS,1,0,1,771041.86,1,RIO GRANDE DO SUL,10000.0,2024-12-02,193,ADIMPLENTE,NÃO,5 a 10 mil,655,1 a 2 anos,False,False,False,True,21.5,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI005574,FISICA,VEÍCULOS,1,0,1,157324.14,1,RIO GRANDE DO SUL,8000.0,2025-08-12,106,ADIMPLENTE,NÃO,5 a 10 mil,402,1 a 2 anos,False,False,True,False,13.2,True,10,5,10,5,8,15,10,48,38,VEÍCULOS,48,Nutrição,48.0,Nutrição
CLI005575,FISICA,IMÓVEIS,1,0,1,61104.99,9,PARANA,5000.0,2017-03-10,43,ADIMPLENTE,NÃO,Até 5 mil,3479,Mais de 5 anos,False,False,False,True,114.3,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005576,FISICA,IMÓVEIS,1,0,1,327099.39,24,RIO GRANDE DO SUL,10000.0,2022-02-11,136,ADIMPLENTE,NÃO,5 a 10 mil,1680,2 a 5 anos,False,False,False,True,55.2,False,20,10,0,5,15,10,15,50,45,Não ofertar,50,Não prioritário,45.0,Não prioritário
CLI005577,FISICA,IMÓVEIS,1,0,1,79853.26,6,PARANA,18500.0,2019-12-19,90,ADIMPLENTE,NÃO,10 a 20 mil,2465,Mais de 5 anos,False,False,False,True,81.0,False,25,10,0,5,15,10,15,55,45,Não ofertar,55,Não prioritário,45.0,Não prioritário
CLI005578,FISICA,IMÓVEIS,1,0,1,1196034.25,1,RIO GRANDE DO SUL,11000.0,2025-06-17,207,ADIMPLENTE,NÃO,10 a 20 mil,458,1 a 2 anos,False,False,False,True,15.0,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI005579,FISICA,IMÓVEIS,2,2,0,1015870.57,1,PARANA,29067.57,2025-10-23,155,ADIMPLENTE,NÃO,20 a 30 mil,330,6 a 12 meses,False,False,False,True,10.8,True,30,20,15,10,8,10,15,73,68,VEÍCULOS,73,Potencial,68.0,Potencial
CLI005580,FISICA,IMÓVEIS,1,0,1,334066.06,1,GOIAS,5000.0,2025-06-14,190,ADIMPLENTE,NÃO,Até 5 mil,461,1 a 2 anos,False,False,False,True,15.1,True,10,5,10,5,8,10,15,43,43,AMBOS,43,Nutrição,43.0,Nutrição
CLI005581,FISICA,IMÓVEIS,1,0,1,155543.06,7,SAO PAULO,5040.24,2022-03-30,127,ADIMPLENTE,NÃO,5 a 10 mil,1633,2 a 5 anos,False,False,False,True,53.6,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005581,FISICA,VEÍCULOS,1,1,0,1316.57,7,SAO PAULO,5040.24,2019-03-29,1,ADIMPLENTE,NÃO,5 a 10 mil,2730,Mais de 5 anos,False,False,True,False,89.7,False,10,5,0,5,15,15,10,45,35,Não ofertar,45,Não prioritário,45.0,Não prioritário
CLI005582,FISICA,IMÓVEIS,1,1,0,0.0,7,BAHIA,4000.0,2018-11-14,82,ADIMPLENTE,NÃO,Até 5 mil,2865,Mais de 5 anos,False,False,False,True,94.1,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005583,FISICA,IMÓVEIS,1,0,1,767860.91,1,SANTA CATARINA,50000.0,2024-10-31,193,ADIMPLENTE,NÃO,30 a 50 mil,687,1 a 2 anos,False,False,False,True,22.6,True,30,30,10,5,8,10,15,63,68,IMÓVEIS,68,Potencial,68.0,Potencial
CLI005584,FISICA,VEÍCULOS,1,0,1,96665.44,11,SANTA CATARINA,11550.0,2025-03-26,60,ADIMPLENTE,NÃO,10 a 20 mil,541,1 a 2 anos,False,False,True,False,17.8,True,20,10,10,5,15,15,10,65,50,VEÍCULOS,65,Potencial,65.0,Potencial
CLI005585,FISICA,VEÍCULOS,1,1,0,0.3,8,SANTA CATARINA,25118.38,2018-09-11,1,ADIMPLENTE,NÃO,20 a 30 mil,2929,Mais de 5 anos,False,False,True,False,96.2,False,30,20,0,5,15,15,10,65,50,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI005586,FISICA,VEÍCULOS,1,1,0,0.0,7,MATO GROSSO,0.01,2019-01-31,9,ADIMPLENTE,NÃO,Até 5 mil,2787,Mais de 5 anos,False,False,True,False,91.6,False,5,5,0,5,15,15,10,40,35,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005587,FISICA,VEÍCULOS,1,0,1,156986.26,0,MATO GROSSO,13500.0,2025-11-03,110,ADIMPLENTE,NÃO,10 a 20 mil,319,6 a 12 meses,False,False,True,False,10.5,True,20,10,15,5,5,15,10,60,45,VEÍCULOS,60,Nutrição,60.0,Nutrição
CLI005588,FISICA,VEÍCULOS,1,0,1,74493.6,3,RIO GRANDE DO SUL,5000.0,2023-03-15,64,ADIMPLENTE,NÃO,Até 5 mil,1283,2 a 5 anos,False,False,True,False,42.1,False,10,5,0,5,12,15,10,42,32,Não ofertar,42,Não prioritário,42.0,Não prioritário
CLI005589,FISICA,IMÓVEIS,1,0,1,263193.09,0,SANTA CATARINA,15000.0,2026-06-12,197,ADIMPLENTE,NÃO,10 a 20 mil,98,3 a 6 meses,False,False,False,True,3.2,True,25,10,20,5,5,10,15,65,55,VEÍCULOS,65,Potencial,55.0,Nutrição
CLI005590,FISICA,VEÍCULOS,1,0,1,38968.29,1,MATO GROSSO,10000.0,2025-05-23,49,ADIMPLENTE,NÃO,5 a 10 mil,483,1 a 2 anos,False,False,True,False,15.9,True,20,10,10,5,8,15,10,58,43,VEÍCULOS,58,Nutrição,58.0,Nutrição
CLI005591,FISICA,VEÍCULOS,1,0,1,140001.38,1,RIO GRANDE DO SUL,15000.0,2025-10-10,106,INADIMPLENTE,SIM,10 a 20 mil,343,6 a 12 meses,True,True,True,False,11.3,False,25,10,15,5,8,15,10,68,48,Não ofertar,68,Não prioritário,68.0,Não prioritário
CLI005592,FISICA,IMÓVEIS,1,0,1,175420.54,9,PARANA,5000.0,2016-12-05,62,ADIMPLENTE,NÃO,Até 5 mil,3574,Mais de 5 anos,False,False,False,True,117.4,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005593,FISICA,VEÍCULOS,2,0,2,144186.85,4,MATO GROSSO,100000.0,2026-09-15,33,ADIMPLENTE,NÃO,50 a 100 mil,3,Até 3 meses,False,False,True,False,0.1,True,30,30,20,10,12,15,10,87,82,VEÍCULOS,87,Alta prioridade,87.0,Alta prioridade
CLI005594,FISICA,IMÓVEIS,1,0,1,321715.9,2,PARANA,10000.0,2024-06-10,190,ADIMPLENTE,NÃO,5 a 10 mil,830,2 a 5 anos,False,False,False,True,27.3,False,20,10,0,5,8,10,15,43,38,Não ofertar,43,Não prioritário,38.0,Não prioritário
CLI005595,FISICA,IMÓVEIS,2,0,2,827573.45,5,PARANA,8000.0,2025-05-19,167,ADIMPLENTE,NÃO,5 a 10 mil,487,1 a 2 anos,False,False,False,True,16.0,True,10,5,10,10,15,10,15,55,55,AMBOS,55,Nutrição,55.0,Nutrição
CLI005596,FISICA,VEÍCULOS,1,0,1,133454.82,17,SANTA CATARINA,16500.0,2024-11-05,60,ADIMPLENTE,SIM,10 a 20 mil,682,1 a 2 anos,False,True,True,False,22.4,False,25,10,10,5,15,15,10,70,50,Não ofertar,70,Não prioritário,70.0,Não prioritário
CLI005597,FISICA,IMÓVEIS,2,0,2,1856518.3,0,MATO GROSSO,24240.0,2025-11-11,193,ADIMPLENTE,NÃO,20 a 30 mil,311,6 a 12 meses,False,False,False,True,10.2,True,30,20,15,10,5,10,15,70,65,VEÍCULOS,70,Potencial,65.0,Potencial
CLI005598,FISICA,IMÓVEIS,1,0,1,1210528.92,1,MATO GROSSO,24240.0,2025-06-18,207,INADIMPLENTE,NÃO,20 a 30 mil,457,1 a 2 anos,True,False,False,True,15.0,False,30,20,10,5,8,10,15,63,58,Não ofertar,63,Não prioritário,58.0,Não prioritário
CLI005599,FISICA,VEÍCULOS,1,0,1,118481.33,0,BAHIA,3000.0,2026-05-25,106,ADIMPLENTE,NÃO,Até 5 mil,116,3 a 6 meses,False,False,True,False,3.8,True,5,5,20,5,5,15,10,50,45,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI005600,FISICA,IMÓVEIS,1,0,1,382736.17,1,SAO PAULO,10000.0,2025-07-22,206,INADIMPLENTE,NÃO,5 a 10 mil,423,1 a 2 anos,True,False,False,True,13.9,False,20,10,10,5,8,10,15,53,48,Não ofertar,53,Não prioritário,48.0,Não prioritário
CLI005601,JURÍDICA,VEÍCULOS,1,0,1,285226.06,3,SAO PAULO,200000.0,2023-06-20,54,ADIMPLENTE,SIM,100 a 500 mil,1186,2 a 5 anos,False,True,True,False,39.0,False,30,30,0,5,12,15,10,62,57,Não ofertar,62,Não prioritário,62.0,Não prioritário
CLI005602,FISICA,VEÍCULOS,1,0,1,94938.52,4,SANTA CATARINA,5000.0,2022-02-09,64,ADIMPLENTE,NÃO,Até 5 mil,1682,2 a 5 anos,False,False,True,False,55.3,False,10,5,0,5,12,15,10,42,32,Não ofertar,42,Não prioritário,42.0,Não prioritário
CLI005603,FISICA,IMÓVEIS,1,0,1,145040.92,5,SANTA CATARINA,2657.8,2024-03-08,127,INADIMPLENTE,SIM,Até 5 mil,924,2 a 5 anos,True,True,False,True,30.4,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005604,FISICA,IMÓVEIS,1,0,1,960030.5,0,PARANA,24240.0,2026-04-02,207,ADIMPLENTE,NÃO,20 a 30 mil,169,3 a 6 meses,False,False,False,True,5.6,True,30,20,20,5,5,10,15,70,65,VEÍCULOS,70,Potencial,65.0,Potencial
CLI005605,JURÍDICA,IMÓVEIS,2,1,1,1407260.79,1,PARANA,7235921.38,2025-11-28,202,ADIMPLENTE,NÃO,Acima de 500 mil,294,6 a 12 meses,False,False,False,True,9.7,True,30,30,15,10,8,10,15,73,78,IMÓVEIS,78,Potencial,78.0,Potencial
CLI005606,FISICA,VEÍCULOS,2,2,0,0.0,2,RIO GRANDE DO SUL,6836.13,2023-11-13,13,ADIMPLENTE,NÃO,5 a 10 mil,1040,2 a 5 anos,False,False,True,False,34.2,False,10,5,0,10,8,15,10,43,33,Não ofertar,43,Não prioritário,43.0,Não prioritário
CLI005607,FISICA,VEÍCULOS,1,0,1,109112.76,1,SANTA CATARINA,24240.0,2025-07-01,79,ADIMPLENTE,NÃO,20 a 30 mil,444,1 a 2 anos,False,False,True,False,14.6,True,30,20,10,5,8,15,10,68,53,VEÍCULOS,68,Potencial,68.0,Potencial
CLI005608,FISICA,IMÓVEIS,4,0,4,1260977.12,0,SAO PAULO,80000.0,2026-08-24,218,ADIMPLENTE,NÃO,50 a 100 mil,25,Até 3 meses,False,False,False,True,0.8,True,30,30,20,15,5,10,15,80,85,IMÓVEIS,85,Alta prioridade,85.0,Alta prioridade
CLI005609,FISICA,VEÍCULOS,1,1,0,22136.98,3,SANTA CATARINA,4968.25,2022-10-25,64,ADIMPLENTE,NÃO,Até 5 mil,1424,2 a 5 anos,False,False,True,False,46.8,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI005610,FISICA,IMÓVEIS,2,0,2,490687.24,0,RIO GRANDE DO SUL,10000.0,2025-09-22,179,ADIMPLENTE,NÃO,5 a 10 mil,361,6 a 12 meses,False,False,False,True,11.9,True,20,10,15,10,5,10,15,60,55,VEÍCULOS,60,Nutrição,55.0,Nutrição
CLI005611,FISICA,IMÓVEIS,1,0,1,102808.13,1,RIO GRANDE DO SUL,5000.0,2025-03-06,127,ADIMPLENTE,NÃO,Até 5 mil,561,1 a 2 anos,False,False,False,True,18.4,True,10,5,10,5,8,10,15,43,43,AMBOS,43,Nutrição,43.0,Nutrição
CLI005612,FISICA,VEÍCULOS,1,0,1,65479.63,2,MATO GROSSO,4350.0,2024-01-03,64,ADIMPLENTE,NÃO,Até 5 mil,989,2 a 5 anos,False,False,True,False,32.5,False,5,5,0,5,8,15,10,33,28,Não ofertar,33,Não prioritário,33.0,Não prioritário
CLI005613,FISICA,IMÓVEIS,10,0,10,3880824.27,0,RIO GRANDE DO SUL,5777.36,2026-08-28,199,ADIMPLENTE,NÃO,5 a 10 mil,21,Até 3 meses,False,False,False,True,0.7,True,10,5,20,20,5,10,15,65,65,AMBOS,65,Potencial,65.0,Potencial
CLI005614,FISICA,IMÓVEIS,1,0,1,221276.33,3,RIO GRANDE DO SUL,7000.0,2023-04-10,179,ADIMPLENTE,NÃO,5 a 10 mil,1257,2 a 5 anos,False,False,False,True,41.3,False,10,5,0,5,12,10,15,37,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI005615,FISICA,VEÍCULOS,1,1,0,0.0,4,SANTA CATARINA,4440.53,2021-11-08,2,ADIMPLENTE,NÃO,Até 5 mil,1775,2 a 5 anos,False,False,True,False,58.3,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI005616,FISICA,IMÓVEIS,1,0,1,265750.77,5,PARANA,4000.0,2021-06-14,136,ADIMPLENTE,NÃO,Até 5 mil,1922,Mais de 5 anos,False,False,False,True,63.1,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005617,FISICA,IMÓVEIS,1,1,0,0.0,8,RIO GRANDE DO SUL,8000.0,2018-02-27,60,ADIMPLENTE,NÃO,5 a 10 mil,3125,Mais de 5 anos,False,False,False,True,102.7,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005618,FISICA,IMÓVEIS,1,0,1,1242527.98,24,RIO GRANDE DO SUL,15000.0,2024-03-28,185,ADIMPLENTE,SIM,10 a 20 mil,904,2 a 5 anos,False,True,False,True,29.7,False,25,10,0,5,15,10,15,55,45,Não ofertar,55,Não prioritário,45.0,Não prioritário
CLI005619,FISICA,IMÓVEIS,1,0,1,1277612.09,12,PARANA,20000.0,2024-09-26,193,ADIMPLENTE,NÃO,10 a 20 mil,722,1 a 2 anos,False,False,False,True,23.7,True,30,20,10,5,15,10,15,70,65,VEÍCULOS,70,Potencial,65.0,Potencial
CLI005620,FISICA,IMÓVEIS,2,0,2,511306.7,7,SAO PAULO,15000.0,2023-10-25,179,ADIMPLENTE,SIM,10 a 20 mil,1059,2 a 5 anos,False,True,False,True,34.8,False,25,10,0,10,15,10,15,60,50,Não ofertar,60,Não prioritário,50.0,Não prioritário
CLI005621,FISICA,IMÓVEIS,1,0,1,422769.76,4,RIO GRANDE DO SUL,10000.0,2021-10-21,136,ADIMPLENTE,NÃO,5 a 10 mil,1793,2 a 5 anos,False,False,False,True,58.9,False,20,10,0,5,12,10,15,47,42,Não ofertar,47,Não prioritário,42.0,Não prioritário
CLI005622,FISICA,IMÓVEIS,1,0,1,679788.02,0,PARANA,24240.0,2026-06-17,136,INADIMPLENTE,NÃO,20 a 30 mil,93,3 a 6 meses,True,False,False,True,3.1,False,30,20,20,5,5,10,15,70,65,Não ofertar,70,Não prioritário,65.0,Não prioritário
CLI005623,FISICA,VEÍCULOS,1,0,1,100028.29,2,RIO GRANDE DO SUL,7000.0,2023-12-12,60,ADIMPLENTE,NÃO,5 a 10 mil,1011,2 a 5 anos,False,False,True,False,33.2,False,10,5,0,5,8,15,10,38,28,Não ofertar,38,Não prioritário,38.0,Não prioritário
CLI005624,FISICA,IMÓVEIS,1,0,1,187637.56,0,SANTA CATARINA,8000.0,2026-05-18,127,INADIMPLENTE,NÃO,5 a 10 mil,123,3 a 6 meses,True,False,False,True,4.0,False,10,5,20,5,5,10,15,50,50,Não ofertar,50,Não prioritário,50.0,Não prioritário
CLI005625,FISICA,IMÓVEIS,2,0,2,309831.78,10,RIO GRANDE DO SUL,15000.0,2022-03-29,127,ADIMPLENTE,NÃO,10 a 20 mil,1634,2 a 5 anos,False,False,False,True,53.7,False,25,10,0,10,15,10,15,60,50,Não ofertar,60,Não prioritário,50.0,Não prioritário
CLI005626,FISICA,IMÓVEIS,4,3,1,1051913.56,13,PARANA,20000.0,2025-07-31,66,ADIMPLENTE,NÃO,10 a 20 mil,414,1 a 2 anos,False,False,False,True,13.6,True,30,20,10,15,15,10,15,80,75,VEÍCULOS,80,Alta prioridade,75.0,Potencial
CLI005627,FISICA,VEÍCULOS,1,0,1,34332.38,1,RIO GRANDE DO SUL,8000.0,2025-01-13,49,ADIMPLENTE,NÃO,5 a 10 mil,613,1 a 2 anos,False,False,True,False,20.1,True,10,5,10,5,8,15,10,48,38,VEÍCULOS,48,Nutrição,48.0,Nutrição
CLI005628,FISICA,IMÓVEIS,1,0,1,121298.21,7,RIO GRANDE DO SUL,4500.0,2019-09-11,90,ADIMPLENTE,NÃO,Até 5 mil,2564,Mais de 5 anos,False,False,False,True,84.2,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI005629,FISICA,IMÓVEIS,1,0,1,1303712.82,17,RIO GRANDE DO SUL,20000.0,2024-11-27,193,INADIMPLENTE,SIM,10 a 20 mil,660,1 a 2 anos,True,True,False,True,21.7,False,30,20,10,5,15,10,15,70,65,Não ofertar,70,Não prioritário,65.0,Não prioritário
CLI005630,FISICA,IMÓVEIS,1,0,1,398688.74,0,MINAS GERAIS,10000.0,2026-08-25,206,ADIMPLENTE,NÃO,5 a 10 mil,24,Até 3 meses,False,False,False,True,0.8,True,20,10,20,5,5,10,15,60,55,VEÍCULOS,60,Nutrição,55.0,Nutrição
CLI005631,FISICA,VEÍCULOS,1,0,1,168261.56,0,RIO GRANDE DO SUL,10000.0,2025-09-25,106,ADIMPLENTE,NÃO,5 a 10 mil,358,6 a 12 meses,False,False,True,False,11.8,True,20,10,15,5,5,15,10,60,45,VEÍCULOS,60,Nutrição,60.0,Nutrição
CLI005632,FISICA,IMÓVEIS,1,0,1,858630.35,2,SANTA CATARINA,11200.0,2023-10-20,185,ADIMPLENTE,NÃO,10 a 20 mil,1064,2 a 5 anos,False,False,False,True,35.0,False,20,10,0,5,8,10,15,43,38,Não ofertar,43,Não prioritário,38.0,Não prioritário
CLI005633,FISICA,VEÍCULOS,1,0,1,268374.71,2,PARANA,30000.0,2024-09-06,72,INADIMPLENTE,NÃO,20 a 30 mil,742,2 a 5 anos,True,False,True,False,24.4,False,30,25,0,5,8,15,10,58,48,Não ofertar,58,Não prioritário,58.0,Não prioritário
CLI005634,FISICA,VEÍCULOS,1,0,1,124278.18,3,SANTA CATARINA,4300.0,2023-02-28,64,ADIMPLENTE,NÃO,Até 5 mil,1298,2 a 5 anos,False,False,True,False,42.6,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI005635,FISICA,IMÓVEIS,12,0,12,3770859.96,5,AMAZONAS,50000.0,2026-08-06,218,ADIMPLENTE,NÃO,30 a 50 mil,43,Até 3 meses,False,False,False,True,1.4,True,30,30,20,20,15,10,15,95,100,IMÓVEIS,100,Alta prioridade,100.0,Alta prioridade
CLI005636,FISICA,IMÓVEIS,1,0,1,286538.62,1,PERNAMBUCO,24240.0,2025-05-13,184,INADIMPLENTE,SIM,20 a 30 mil,493,1 a 2 anos,True,True,False,True,16.2,False,30,20,10,5,8,10,15,63,58,Não ofertar,63,Não prioritário,58.0,Não prioritário
CLI005637,FISICA,IMÓVEIS,1,0,1,181117.78,1,RIO GRANDE DO SUL,10000.0,2025-08-27,184,ADIMPLENTE,NÃO,5 a 10 mil,387,1 a 2 anos,False,False,False,True,12.7,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI005637,FISICA,VEÍCULOS,1,1,0,38182.32,1,RIO GRANDE DO SUL,10000.0,2025-07-17,49,ADIMPLENTE,NÃO,5 a 10 mil,428,1 a 2 anos,False,False,True,False,14.1,True,20,10,10,5,8,15,10,58,43,VEÍCULOS,58,Nutrição,58.0,Nutrição
CLI005638,FISICA,VEÍCULOS,1,0,1,223158.11,1,RIO GRANDE DO SUL,24240.0,2025-09-09,106,ADIMPLENTE,NÃO,20 a 30 mil,374,1 a 2 anos,False,False,True,False,12.3,True,30,20,10,5,8,15,10,68,53,VEÍCULOS,68,Potencial,68.0,Potencial
CLI005639,FISICA,IMÓVEIS,1,0,1,634053.43,0,RIO GRANDE DO SUL,14000.0,2025-11-28,206,INADIMPLENTE,NÃO,10 a 20 mil,294,6 a 12 meses,True,False,False,True,9.7,False,20,10,15,5,5,10,15,55,50,Não ofertar,55,Não prioritário,50.0,Não prioritário
CLI005640,FISICA,VEÍCULOS,1,0,1,81580.98,1,RIO GRANDE DO SUL,12000.0,2026-04-27,74,ADIMPLENTE,NÃO,10 a 20 mil,144,3 a 6 meses,False,False,True,False,4.7,True,20,10,20,5,8,15,10,68,53,VEÍCULOS,68,Potencial,68.0,Potencial
CLI005641,FISICA,IMÓVEIS,1,0,1,259218.41,0,RIO GRANDE DO SUL,5000.0,2026-02-10,197,ADIMPLENTE,NÃO,Até 5 mil,220,6 a 12 meses,False,False,False,True,7.2,True,10,5,15,5,5,10,15,45,45,AMBOS,45,Nutrição,45.0,Nutrição
CLI005642,FISICA,IMÓVEIS,1,0,1,625479.06,1,PARANA,8000.0,2025-07-17,206,ADIMPLENTE,NÃO,5 a 10 mil,428,1 a 2 anos,False,False,False,True,14.1,True,10,5,10,5,8,10,15,43,43,AMBOS,43,Nutrição,43.0,Nutrição
CLI005643,FISICA,IMÓVEIS,1,0,1,470446.05,3,RIO GRANDE DO SUL,1771.84,2023-05-09,170,ADIMPLENTE,NÃO,Até 5 mil,1228,2 a 5 anos,False,False,False,True,40.3,False,5,5,0,5,12,10,15,32,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI005644,FISICA,IMÓVEIS,1,0,1,644398.88,1,RIO GRANDE DO SUL,10000.0,2024-12-20,193,ADIMPLENTE,NÃO,5 a 10 mil,637,1 a 2 anos,False,False,False,True,20.9,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI005645,FISICA,IMÓVEIS,1,0,1,132384.73,0,PARANA,4000.0,2026-01-16,90,INADIMPLENTE,NÃO,Até 5 mil,245,6 a 12 meses,True,False,False,True,8.0,False,5,5,15,5,5,10,15,40,45,Não ofertar,45,Não prioritário,45.0,Não prioritário
